proj_code,country,via,inco,ship_mode,prod_grp,sub_class,vendor,brand,dosage,dosage_form,per_pack_qty,line_qty,line_value,pack_price,unit_price,manu_site,first_line,weight,freight,insurance,delay,total_cost,quote_year,quote_month,quote_day,po_year,po_month,po_day,sch_del_year,sch_del_month,sch_del_day,actual_del_year,actual_del_month,actual_del_day
109-TZ-T01,Tanzania,Direct Drop,FCA,Air,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Generic,100/25mg,Tablet,60,2094,21526.32,10.28,0.17,ABBVIE Ludwigshafen Germany,Yes,237.0,0.0,42.19,0,21568.51,2008,11,13,2009,2,5,2009,5,4,2009,5,4
107-RW-T01,Rwanda,Direct Drop,EXW,Air,HRDT,HIV test,Premier Medical Corporation Ltd.,First Response,300mg,Test kit,30,8249,185602.5,22.5,0.75,Premier Med. Corp Ltd. India,Yes,2800.0,12595.81,363.78,0,198562.09,2008,11,7,2009,2,18,2009,4,28,2009,4,28
123-NG-T01,Nigeria,Direct Drop,CIP,Air,ARV,Adult,BRISTOL-MYERS SQUIBB,Videx EC,400mg,Delayed-release capsules - blister,30,200,4734.0,23.67,0.79,"BMS Meymac, France",Yes,11.0,463.0,9.28,0,5206.28,2009,4,11,2009,3,4,2009,9,30,2009,9,30
106-HT-T01,Haiti,Direct Drop,CIP,Air,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Videx,50mg,Chewable/dispersible tablet,60,80,760.0,9.5,0.16,"BMS Meymac, France",Yes,43.0,260.0,1.49,0,1021.49,2008,10,10,2009,3,6,2009,3,31,2009,3,31
106-HT-T01,Haiti,Direct Drop,CIP,Air,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Videx,2g,Powder for oral solution,200,32,402.88,12.59,0.06,"BMS Meymac, France",No,43.0,260.0,0.79,0,663.67,2008,10,10,2009,3,6,2009,3,31,2009,3,31
106-HT-T01,Haiti,Direct Drop,FCA,Air,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Generic,100/25mg,Tablet,60,46,472.88,10.28,0.17,ABBVIE Ludwigshafen Germany,Yes,10.0,893.22,0.93,0,1367.03,2008,10,25,2009,3,6,2009,4,15,2009,4,15
116-ZA-T01,South Africa,Direct Drop,DDP,Air,ARV,Adult,S. BUYS WHOLESALER,Generic,600mg,Tablet,30,3025,47522.75,15.71,0.52,"Aurobindo Unit III, India",Yes,4516.521007400334,0.0,93.14,-119,47615.89,2008,10,10,2008,12,15,2009,3,31,2008,12,2
116-ZA-T01,South Africa,Direct Drop,DDP,Air,ARV,Adult,S. BUYS WHOLESALER,Generic,600mg,Tablet,30,3500,49840.0,14.24,0.47,"Cipla, Goa, India",Yes,4516.521007400334,0.0,97.69,-125,49937.69,2008,10,17,2008,12,22,2009,4,7,2008,12,3
116-ZA-T01,South Africa,Direct Drop,DDP,Air,ARV,Pediatric,S. BUYS WHOLESALER,Generic,10mg/ml,Oral solution,240,1008,3588.48,3.56,0.01,"Aurobindo Unit III, India",No,4516.521007400334,0.0,7.03,-125,3595.51,2008,10,17,2008,12,22,2009,4,7,2008,12,3
116-ZA-T01,South Africa,Direct Drop,DDP,Air,ARV,Pediatric,S. BUYS WHOLESALER,Zerit,1mg/ml,Powder for oral solution,200,960,1152.0,1.2,0.01,"BMS Meymac, France",Yes,4516.521007400334,0.0,2.26,-133,1154.26,2008,11,14,2009,1,19,2009,5,5,2008,12,23
116-ZA-T01,South Africa,Direct Drop,DDP,Air,ARV,Pediatric,S. BUYS WHOLESALER,Epivir,10mg/ml,Oral solution,240,1800,10512.0,5.84,0.02,GSK Mississauga (Canada),Yes,4516.521007400334,0.0,20.6,-133,10532.6,2008,11,21,2009,1,26,2009,5,12,2008,12,30
116-ZA-T01,South Africa,Direct Drop,DDP,Air,ARV,Adult,S. BUYS WHOLESALER,Generic,30mg,Capsule,60,1200,3384.0,2.82,0.05,"Aurobindo Unit III, India",Yes,4516.521007400334,0.0,6.63,-130,3390.63,2008,10,10,2008,12,15,2009,3,31,2008,11,21
116-ZA-T01,South Africa,Direct Drop,DDP,Air,ARV,Pediatric,S. BUYS WHOLESALER,Generic,10mg/ml,Oral solution,240,346,1954.9,5.65,0.02,"Aurobindo Unit III, India",Yes,4516.521007400334,0.0,3.83,-65,1958.73,2009,1,4,2009,3,18,2009,6,25,2009,4,21
116-ZA-T01,South Africa,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Generic,50mg,Capsule,30,5300,16642.0,3.14,0.1,"Aurobindo Unit III, India",Yes,4516.521007400334,0.0,32.62,-20,16674.62,2009,1,4,2009,3,18,2009,6,25,2009,6,5
116-ZA-T01,South Africa,Direct Drop,DDP,Air,ARV,Pediatric,S. BUYS WHOLESALER,Generic,10mg/ml,Oral solution,240,342,1932.3,5.65,0.02,"Aurobindo Unit III, India",Yes,4516.521007400334,0.0,3.79,-8,1936.09,2009,1,4,2009,3,18,2009,6,25,2009,6,17
116-ZA-T01,South Africa,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Zerit,15mg,Capsule,60,2700,10665.0,3.95,0.07,"BMS Meymac, France",Yes,4516.521007400334,0.0,20.9,0,10685.9,2009,2,28,2009,6,15,2009,8,19,2009,8,19
116-ZA-T01,South Africa,Direct Drop,DDP,Air,ARV,Adult,S. BUYS WHOLESALER,Aluvia,200/50mg,Tablet,120,3735,134385.3,35.98,0.3,ABBVIE Ludwigshafen Germany,Yes,4516.521007400334,0.0,263.4,-72,134648.69999999998,2009,1,4,2009,3,27,2009,6,25,2009,4,14
116-ZA-T01,South Africa,Direct Drop,DDP,Air,ARV,Adult,S. BUYS WHOLESALER,Retrovir,300mg,Tablet,60,6000,80640.0,13.44,0.22,GSK Aranda,Yes,4516.521007400334,0.0,158.05,-57,80798.05,2009,1,4,2009,3,27,2009,6,25,2009,4,29
116-ZA-T01,South Africa,Direct Drop,DDP,Air,ARV,Adult,S. BUYS WHOLESALER,Generic,30mg,Capsule,60,11672,35016.0,3.0,0.05,"Aurobindo Unit III, India",Yes,4516.521007400334,0.0,68.63,-66,35084.63,2009,1,4,2009,3,27,2009,6,25,2009,4,20
144-BW-T01,Botswana,Direct Drop,EXW,Air,HRDT,HIV test,Orasure Technologies Inc.,OraQuick,300mg,Test kit,100,20,7000.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,48.0,1172.11,13.72,0,8185.83,2009,5,25,2009,3,25,2009,11,13,2009,11,13
104-CI-T01,Côte d'Ivoire,Direct Drop,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,200/50mg,Tablet,120,10240,420864.0,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,2523.0,14806.48,824.89,0,436495.37,2009,1,9,2009,3,30,2009,6,30,2009,6,30
104-CI-T01,Côte d'Ivoire,Direct Drop,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Norvir,100mg,Capsule,336,400,15344.0,38.36,0.11,ABBVIE (Abbott) Logis. UK,Yes,175.0,7642.97,30.07,0,23017.04,2009,1,31,2009,3,30,2009,7,22,2009,7,22
116-ZA-T01,South Africa,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Kaletra,80/20mg/ml,Oral solution,300,30,1080.0,36.0,0.12,ABBVIE (Abbott) Logis. UK,Yes,4516.521007400334,0.0,2.12,-101,1082.12,2009,2,9,2009,4,2,2009,7,31,2009,4,21
116-ZA-T01,South Africa,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Truvada,300/200mg,Tablet - FDC,30,80,2816.0,35.2,1.17,"Aspen-OSD, Port Elizabeth, SA",Yes,4516.521007400334,0.0,5.52,-28,2821.52,2008,11,24,2009,4,2,2009,5,15,2009,4,17
116-ZA-T01,South Africa,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,300mg,Tablet,60,1000,19770.0,19.77,0.33,"Aurobindo Unit III, India",Yes,4516.521007400334,3134.85,38.75,-22,22943.6,2008,11,24,2009,4,2,2009,5,15,2009,4,23
106-HT-T01,Haiti,Direct Drop,EXW,Air,HRDT,HIV test,Orasure Technologies Inc.,OraQuick,300mg,Test kit,100,60,21000.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,144.0,3128.19,41.16,0,24169.35,2009,3,28,2009,4,2,2009,9,16,2009,9,16
102-KE-T01,Kenya,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,7500,600000.0,80.0,0.8,Inverness Japan,Yes,2215.0,16835.31,1176.0,0,618011.31,2009,1,19,2009,4,4,2009,7,10,2009,7,10
133-NG-T01,Nigeria,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,6395,511600.0,80.0,0.8,Inverness Japan,Yes,1915.0,24514.33,1002.74,0,537117.07,2009,2,27,2009,4,9,2009,8,18,2009,8,18
107-RW-T01,Rwanda,Direct Drop,CIP,Air,ARV,Adult,HETERO LABS LIMITED,Generic,600mg,Tablet,30,55356,386384.88,6.98,0.23,Hetero Unit III Hyderabad IN,Yes,4482.0,37404.74,757.31,0,424546.93,2009,2,3,2009,4,15,2009,7,25,2009,7,25
104-CI-T01,Côte d'Ivoire,Direct Drop,EXW,Air,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),Genie,300mg,Test kit,40,1000,110000.0,110.0,2.75,Bio-Rad Laboratories,Yes,1101.0,8074.03,215.6,0,118289.63,2009,3,27,2009,4,15,2009,9,15,2009,9,15
108-VN-T01,Vietnam,Direct Drop,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Norvir,100mg,Capsule,336,8,613.76,76.72,0.23,ABBVIE (Abbott) France,Yes,48.0,3366.04,1.2,0,3981.0,2009,1,26,2009,4,29,2009,7,17,2009,7,17
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,150/300/200mg,Tablet - FDC,60,3500,39025.0,11.15,0.19,"Aurobindo Unit III, India",Yes,1804.0,6341.88,76.49,0,45443.369999999995,2009,1,19,2009,4,29,2009,7,10,2009,7,10
102-BW-T01,Botswana,Direct Drop,EXW,Air,HRDT,HIV test,Orasure Technologies Inc.,OraQuick,300mg,Test kit,100,5,1750.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,12.0,684.42,3.43,28,2437.85,2008,12,22,2009,5,27,2009,6,12,2009,7,10
119-NA-T01,Namibia,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Clearview,300mg,Test kit,25,67,5025.0,75.0,3.0,Chembio Diagnostics Sys. Inc.,Yes,48.0,401.97,9.85,0,5436.820000000001,2009,3,13,2009,5,18,2009,9,1,2009,9,1
108-VN-T01,Vietnam,Direct Drop,CIP,Air,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Videx,25mg,Chewable/dispersible tablet,60,400,2800.0,7.0,0.12,"BMS Meymac, France",Yes,148.0,14.36,5.49,0,2819.85,2009,2,6,2009,5,27,2009,7,28,2009,7,28
119-NA-T01,Namibia,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,300mg,Test kit,20,220,7040.0,32.0,1.6,"Trinity Biotech, Plc",Yes,79.0,1736.18,13.8,0,8789.98,2009,1,8,2009,6,2,2009,6,29,2009,6,29
116-ZA-T01,South Africa,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Norvir,100mg,Capsule,84,50,490.0,9.8,0.12,ABBVIE (Abbott) Logis. UK,Yes,4516.521007400334,0.0,0.96,0,490.96,2009,2,6,2009,6,5,2009,7,28,2009,7,28
116-ZA-T01,South Africa,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,150mg,Tablet,60,5000,41300.0,8.26,0.14,"Aurobindo Unit III, India",Yes,4516.521007400334,0.0,80.95,-68,41380.95,2009,4,23,2009,6,5,2009,10,12,2009,8,5
116-ZA-T01,South Africa,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Epivir,10mg/ml,Oral solution,240,460,2838.2,6.17,0.03,GSK Mississauga (Canada),Yes,4516.521007400334,0.0,5.56,-76,2843.7599999999998,2009,4,23,2009,6,5,2009,10,12,2009,7,28
100-CI-T01,Côte d'Ivoire,Direct Drop,EXW,Air,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),Genie,300mg,Test kit,40,147,11076.45,75.35,1.88,Bio-Rad Laboratories,Yes,165.0,1816.57,16.64,0,12909.66,2006,1,6,2006,4,19,2006,6,27,2006,6,27
104-CI-T01,Côte d'Ivoire,Direct Drop,EXW,Air,HRDT,HIV test,Orasure Technologies Inc.,OraQuick,300mg,Test kit,100,6,2400.0,400.0,4.0,"Pacific Biotech, Thailand",Yes,15.0,1039.5,3.61,0,3443.11,2006,1,23,2006,3,30,2006,7,14,2006,7,14
108-VN-T01,Vietnam,Direct Drop,CIP,Air,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Videx,25mg,Chewable/dispersible tablet,60,2800,19600.0,7.0,0.12,"BMS Meymac, France",Yes,555.0,3292.15,29.45,0,22921.600000000002,2006,5,28,2006,8,2,2006,11,16,2006,11,16
106-HT-T01,Haiti,Direct Drop,EXW,Air,HRDT,HIV test,Orasure Technologies Inc.,OraQuick,300mg,Test kit,100,15,6000.0,400.0,4.0,"Pacific Biotech, Thailand",Yes,36.0,1195.29,9.01,0,7204.3,2006,5,21,2006,7,26,2006,11,9,2006,11,9
113-ZW-T01,Zimbabwe,Direct Drop,CIP,Air,ARV,Adult,INTERNATIONAL HEALTHCARE DISTRIBUTORS,Kaletra,133.3/33.3mg,Capsule,180,260,11096.8,42.68,0.24,ABBVIE (Abbott) St. P'burg USA,Yes,135.0,0.0,16.67,0,11113.47,2006,5,19,2006,7,24,2006,11,7,2006,11,7
112-NG-T01,Nigeria,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,150mg,Tablet,60,894,2994.9,3.35,0.06,"Aurobindo Unit III, India",Yes,479.0,4861.14,4.5,0,7860.540000000001,2006,6,18,2006,8,23,2006,12,7,2006,12,7
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Adult,CIPLA LIMITED,Generic,150/300mg,Tablet - FDC,60,25100,276100.0,11.0,0.18,"Cipla, Goa, India",Yes,2575.0,18772.94,414.79,0,295287.73,2006,9,23,2006,11,15,2007,3,14,2007,3,14
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Adult,STRIDES ARCOLAB LIMITED,Generic,30mg,Capsule,60,95500,144205.0,1.51,0.03,"Strides, Bangalore, India.",Yes,9170.0,42453.21,216.64,0,186874.85,2006,9,23,2006,11,15,2007,3,14,2007,3,14
102-GY-T01,Guyana,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,300mg,Test kit,20,900,36000.0,40.0,2.0,"Trinity Biotech, Plc",Yes,316.0,4989.87,54.08,0,41043.950000000004,2006,7,10,2006,9,14,2006,12,29,2006,12,29
111-MZ-T01,Mozambique,Direct Drop,CIP,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,200/50mg,Tablet,120,80,3288.0,41.1,0.34,ABBSP,Yes,25.0,0.0,4.94,0,3292.94,2006,8,27,2006,11,17,2007,2,15,2007,2,15
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Adult,CIPLA LIMITED,Generic,150/200/30mg,Tablet - FDC,60,70000,525000.0,7.5,0.12,"Cipla, Goa, India",Yes,6813.0,31858.09,788.72,0,557646.8099999999,2006,11,21,2007,1,9,2007,5,12,2007,5,12
107-RW-T01,Rwanda,Direct Drop,EXW,Air,ARV,Adult,CIPLA LIMITED,Generic,600mg,Tablet,30,71577,1087970.4,15.2,0.51,"Cipla, Goa, India",No,7416.0,64179.42,1634.49,0,1153784.3099999998,2006,9,8,2006,12,22,2007,2,27,2007,2,27
107-RW-T01,Rwanda,Direct Drop,EXW,Air,ARV,Adult,CIPLA LIMITED,Generic,300mg,Tablet,60,5605,202340.5,36.1,0.6,"Cipla, Patalganga, India",No,7416.0,64179.42,303.98,0,266823.89999999997,2006,9,8,2006,12,22,2007,2,27,2007,2,27
117-ET-T01,Ethiopia,Direct Drop,FCA,Air,HRDT,HIV test,Abbott GmbH & Co. KG,Determine,300mg,Test kit,100,200,16000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,4516.521007400334,10900.58231496884,24.04,0,26924.62231496884,2006,7,9,2006,12,14,2006,12,28,2006,12,28
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Adult,CIPLA LIMITED,Generic,150/200/30mg,Tablet - FDC,60,25000,187500.0,7.5,0.12,"Cipla, Goa, India",Yes,2348.0,21439.59,300.0,0,209239.59,2007,3,5,2007,2,7,2007,8,24,2007,8,24
102-NG-T01,Nigeria,Direct Drop,EXW,Air,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),Genie,300mg,Test kit,40,375,28500.0,76.0,1.9,Bio-Rad Laboratories,Yes,402.0,4445.75,42.82,15,32988.57,2006,9,24,2006,11,29,2007,3,15,2007,3,30
117-ET-T01,Ethiopia,Direct Drop,EXW,Air,HRDT,HIV test,Abbott GmbH & Co. KG,Determine,300mg,Test kit,100,4650,372000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,1707.0,24859.45,558.87,0,397418.32,2006,7,27,2006,12,14,2007,1,15,2007,1,15
104-CI-T01,Côte d'Ivoire,Direct Drop,CIP,Air,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Videx,50mg,Chewable/dispersible tablet,60,1577,14981.5,9.5,0.16,"BMS Meymac, France",Yes,306.0,0.0,23.97,0,15005.47,2007,5,4,2007,5,9,2007,10,23,2007,10,23
102-NG-T01,Nigeria,Direct Drop,EXW,Air,HRDT,HIV test,Abbott GmbH & Co. KG,Determine,300mg,Test kit,100,3500,280000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,1194.0,5858.57,448.0,0,286306.57,2007,3,19,2007,5,24,2007,9,7,2007,9,7
104-CI-T01,Côte d'Ivoire,Direct Drop,CIP,Air,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Videx,50mg,Chewable/dispersible tablet,60,4270,40565.0,9.5,0.16,"BMS Meymac, France",No,4516.521007400334,0.0,64.9,0,40629.9,2007,4,13,2007,7,13,2007,10,2,2007,10,2
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Pediatric,Aurobindo Pharma Limited,Generic,10mg/ml,Oral suspension,240,1000,1920.0,1.92,0.01,"Aurobindo Unit III, India",Yes,960.0,13762.41,3.07,0,15685.48,2007,4,13,2007,7,3,2007,10,2,2007,10,2
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Pediatric,Aurobindo Pharma Limited,Generic,10mg/ml,Oral solution,240,1000,2100.0,2.1,0.01,"Aurobindo Unit III, India",No,960.0,13762.41,3.36,0,15865.77,2007,4,13,2007,7,3,2007,10,2,2007,10,2
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Pediatric,Aurobindo Pharma Limited,Generic,10mg/ml,Oral solution,240,1000,2100.0,2.1,0.01,"Aurobindo Unit III, India",No,941.0,4193.49,3.36,0,6296.849999999999,2007,4,26,2007,7,4,2007,10,15,2007,10,15
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,150/300/200mg,Tablet - FDC,60,3000,40500.0,13.5,0.22,"Aurobindo Unit III, India",Yes,332.0,4454.62,64.8,0,45019.420000000006,2007,4,26,2007,7,4,2007,10,15,2007,10,15
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,600mg,Tablet,30,22500,277425.0,12.33,0.41,"Aurobindo Unit III, India",Yes,1955.0,16095.39,443.88,0,293964.27,2007,6,4,2007,7,4,2007,11,23,2007,11,23
108-VN-T01,Vietnam,Direct Drop,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,200/50mg,Tablet,120,500,41095.0,82.19,0.68,ABBVIE Ludwigshafen Germany,Yes,117.0,1767.38,65.75,0,42928.13,2007,3,8,2007,7,3,2007,8,27,2007,8,27
109-TZ-T01,Tanzania,Direct Drop,EXW,Air,HRDT,HIV test,"Standard Diagnostics, Inc.",Bioline,300mg,Test kit,25,10000,200000.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,3336.0,25165.3,320.0,0,225485.3,2007,3,31,2007,6,5,2007,9,19,2007,9,19
107-RW-T01,Rwanda,Direct Drop,EXW,Air,ARV,Adult,ASPEN PHARMACARE,Viread,300mg,Tablet,30,1609,27353.0,17.0,0.57,"Aspen-OSD, Port Elizabeth, SA",Yes,157.0,7922.24,43.76,0,35319.0,2007,8,9,2007,11,12,2008,1,28,2008,1,28
108-VN-T01,Vietnam,Direct Drop,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Norvir,100mg,Capsule,336,100,18333.0,183.33,0.55,ABBVIE (Abbott) Logis. UK,Yes,337.0,2535.4,29.33,0,20897.730000000003,2007,10,8,2007,11,21,2008,3,28,2008,3,28
102-NG-T01,Nigeria,Direct Drop,EXW,Air,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,300mg,Test kit,20,10000,270000.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,3336.0,28002.75,432.0,0,298434.75,2007,8,2,2007,11,30,2008,1,21,2008,1,21
107-RW-T01,Rwanda,Direct Drop,CIP,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,300mg,Tablet,60,1099,30222.5,27.5,0.46,Mylan (formerly Matrix) Nashik,Yes,113.0,1511.25,48.36,0,31782.11,2007,8,9,2007,12,3,2008,1,28,2008,1,28
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,20mg,Capsule,60,1200,2100.0,1.75,0.03,"Aurobindo Unit III, India",Yes,125.0,2429.85,3.36,0,4533.21,2007,8,13,2007,12,5,2008,2,1,2008,2,1
100-KZ-T01,Kazakhstan,Direct Drop,DDP,Air,HRDT,HIV test,Orasure Technologies Inc.,OraQuick,300mg,Test kit,100,50,17500.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,4516.521007400334,0.0,28.0,0,17528.0,2007,7,8,2007,11,30,2007,12,27,2007,12,27
123-NG-T01,Nigeria,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,650,51993.5,79.99,0.8,Inverness Japan,Yes,148.0,2577.27,83.19,0,54653.96,2007,8,17,2007,10,22,2008,2,5,2008,2,5
102-BW-T01,Botswana,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,300mg,Test kit,20,450,14400.0,32.0,1.6,"Trinity Biotech, Plc",Yes,154.0,2496.62,23.04,0,16919.66,2008,1,13,2008,2,4,2008,7,3,2008,7,3
102-NG-T01,Nigeria,Direct Drop,EXW,Air,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,300mg,Test kit,20,10270,277290.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,2907.0,18864.37,443.66,-65,296598.02999999997,2008,3,31,2008,1,29,2008,9,19,2008,7,16
111-MZ-T01,Mozambique,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,300mg,Test kit,20,9000,288000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,9000.0,55746.59,460.8,0,344207.38999999996,2007,10,7,2008,2,19,2008,3,27,2008,3,27
110-ZM-T01,Zambia,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,300mg,Test kit,20,6040,193280.0,32.0,1.6,"Trinity Biotech, Plc",Yes,2052.0,24689.0,309.25,0,218278.25,2007,11,24,2008,2,25,2008,5,14,2008,5,14
110-ZM-T01,Zambia,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Generic,300mg,Test kit - Ancillary,100,4300,43.0,0.01,0.0,Inverness Japan,Yes,284.0,0.0,0.07,-7,43.07,2007,12,17,2008,2,29,2008,6,6,2008,5,30
104-CI-T01,Côte d'Ivoire,Direct Drop,EXW,Air,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,300mg,Test kit,20,289,7803.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,79.0,1104.69,15.29,0,8922.980000000001,2008,9,13,2008,2,27,2009,3,4,2009,3,4
111-MZ-T01,Mozambique,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,3000,215970.0,71.99,0.72,Inverness Japan,Yes,682.0,5298.9,345.55,-5,221614.44999999998,2008,1,19,2008,2,27,2008,7,9,2008,7,4
104-CI-T01,Côte d'Ivoire,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Generic,300mg,Test kit - Ancillary,100,70,0.7,0.01,0.0,Inverness Japan,Yes,4516.521007400334,10900.58231496884,0.0,-4,10901.282314968841,2007,10,19,2008,2,28,2008,4,8,2008,4,4
104-CI-T01,Côte d'Ivoire,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,1116,78120.0,70.0,0.7,Inverness Japan,Yes,255.0,5175.72,124.99,0,83420.71,2008,2,1,2008,2,28,2008,7,22,2008,7,22
104-CI-T01,Côte d'Ivoire,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,1116,78120.0,70.0,0.7,Inverness Japan,Yes,256.0,7118.12,153.12,0,85391.23999999999,2008,6,30,2008,2,29,2008,12,19,2008,12,19
102-GY-T01,Guyana,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,300mg,Test kit,20,832,26624.0,32.0,1.6,"Trinity Biotech, Plc",Yes,832.0,3740.04,42.6,0,30406.64,2007,11,16,2008,2,28,2008,5,6,2008,5,6
102-GY-T01,Guyana,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,213,15333.87,71.99,0.72,Inverness Japan,Yes,49.0,959.46,24.53,0,16317.860000000002,2008,2,7,2008,2,28,2008,7,28,2008,7,28
102-BW-T01,Botswana,Direct Drop,EXW,Air,HRDT,HIV test,Orasure Technologies Inc.,OraQuick,300mg,Test kit,100,10,3500.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,39.0,604.0,5.6,0,4109.6,2007,10,22,2007,12,27,2008,4,11,2008,4,11
113-ZW-T01,Zimbabwe,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Generic,300mg,Test kit - Ancillary,100,1634,16.34,0.01,0.0,Inverness Japan,Yes,4516.521007400334,10900.58231496884,0.03,-27,10916.952314968841,2008,5,29,2008,3,17,2008,11,17,2008,10,21
116-ZA-T01,South Africa,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Kaletra,133.3/33.3mg,Capsule,180,400,15760.0,39.4,0.22,ABBVIE (Abbott) Logis. UK,No,4516.521007400334,0.0,25.22,0,15785.22,2007,11,4,2008,2,20,2008,4,24,2008,4,24
